Full name,Short Name,Readable Name,Year,Month,Mean,Std Dev,Min,Max,Cutoff,Bins,Ticks
EURAUD_Ticks_2008.12.01_2008.12.31.csv,EURAUD,EUR/AUD,2008,December,0.0009307924561341136,0.00038915418016246254,5e-05,0.0035,0.0009,18,1519062
EURGBP_Ticks_2008.12.01_2008.12.31.csv,EURGBP,EUR/GBP,2008,December,0.0002643970715295957,0.000146257941679014,4e-05,0.0034,0.00027,12,1635393
EURJPY_Ticks_2008.12.01_2008.12.31.csv,EURJPY,EUR/JPY,2008,December,0.035794105733191924,0.01287274691163622,0.005,0.35,0.04,8,1992241
EURUSD_Ticks_2008.12.01_2008.12.31.csv,EURUSD,EUR/USD,2008,December,0.0001396136054946227,7.613636840521605e-05,3e-05,0.00159,0.0003,24,1764052
GBPAUD_Ticks_2008.12.01_2008.12.31.csv,GBPAUD,GBP/AUD,2008,December,0.0005211788027776011,0.00013495896037723134,0.00035,0.00296,0.0009,28,566244
GBPJPY_Ticks_2008.12.01_2008.12.31.csv,GBPJPY,GBP/JPY,2008,December,0.06299436120920471,0.027867474419943142,0.004,0.495,0.07,35,1684049
GBPUSD_Ticks_2008.12.01_2008.12.31.csv,GBPUSD,GBP/USD,2008,December,0.0002895206674507624,0.00017717354716143222,4e-05,0.0028,0.0004,21,1389286
USDJPY_Ticks_2008.12.01_2008.12.31.csv,USDJPY,USD/JPY,2008,December,0.016659814749849625,0.00848046887731017,0.005,0.325,0.03,6,1308393
AUDJPY_Ticks_2008.02.01_2008.02.29.csv,AUDJPY,AUD/JPY,2008,February,0.027408286261025105,0.009194562324515222,0.004,0.145,0.06,23,4300299
AUDUSD_Ticks_2008.02.01_2008.02.29.csv,AUDUSD,AUD/USD,2008,February,0.0001976602669117354,5.397293431972872e-05,-0.00029,0.0007,0.00045,50,500540
EURAUD_Ticks_2008.02.01_2008.02.29.csv,EURAUD,EUR/AUD,2008,February,0.00035724920397304724,0.00013417709426273943,5e-05,0.00245,0.0009,18,2892490
EURGBP_Ticks_2008.02.01_2008.02.29.csv,EURGBP,EUR/GBP,2008,February,0.0001669545513055481,6.825509686999903e-05,5e-05,0.00115,0.00027,10,4078555
EURJPY_Ticks_2008.02.01_2008.02.29.csv,EURJPY,EUR/JPY,2008,February,0.02037203213626022,0.006663309268281313,0.005,0.21,0.04,8,5817105
EURUSD_Ticks_2008.02.01_2008.02.29.csv,EURUSD,EUR/USD,2008,February,0.00011692935369863649,6.505680898749923e-05,4e-05,0.0007,0.0003,22,2406184
GBPAUD_Ticks_2008.02.01_2008.02.29.csv,GBPAUD,GBP/AUD,2008,February,0.0005186799016249252,0.0001324349538770601,0.00035,0.00296,0.0009,31,529809
