Full name,Short Name,Readable Name,Year,Month,Mean,Std Dev,Min,Max,Cutoff,Bins,Ticks,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20
AUDJPY_Ticks_2012.04.01_2012.04.30.csv,AUDJPY,AUD/JPY,2012,April,0.014850609892361866,0.004285035124324363,0.001,0.127,0.06,20,2103158,0.014,0.015,0.016,0.013,0.012,0.017,0.018,0.011,0.01,0.019,0.009,0.02,0.008,0.021,0.022,0.007,0.023,0.024,0.006,0.026
AUDUSD_Ticks_2012.04.01_2012.04.30.csv,AUDUSD,AUD/USD,2012,April,0.00011570429163911762,3.724022601444705e-05,1e-05,0.00264,0.00045,20,1663700,0.00012,0.0001,0.00011,0.00013,0.00014,9e-05,8e-05,0.00015,7e-05,0.00016,6e-05,5e-05,0.00017,4e-05,0.00018,0.00019,0.0002,0.00022,0.00021,0.00024
EURAUD_Ticks_2012.04.01_2012.04.30.csv,EURAUD,EUR/AUD,2012,April,0.00019129411196755863,6.13927651834853e-05,1e-05,0.00344,0.0009,20,2050719,0.00019,0.00018,0.0002,0.00017,0.00021,0.00016,0.00022,0.00015,0.00014,0.00023,0.00013,0.00024,0.00012,0.00025,0.00011,0.00026,0.0001,0.00027,0.00028,9e-05
EURGBP_Ticks_2012.04.01_2012.04.30.csv,EURGBP,EUR/GBP,2012,April,0.00011089113936656216,3.972758169081489e-05,1e-05,0.00154,0.00027,20,1446014,0.0001,0.00012,0.00011,9e-05,8e-05,0.00014,0.00013,7e-05,6e-05,0.00015,0.00016,5e-05,0.00017,0.00018,0.00019,4e-05,0.00022,0.00021,0.0002,0.00024
EURJPY_Ticks_2012.04.01_2012.04.30.csv,EURJPY,EUR/JPY,2012,April,0.015313399640849368,0.004968594655624719,0.001,0.192,0.04,20,1842124,0.016,0.015,0.014,0.013,0.017,0.018,0.012,0.011,0.01,0.019,0.009,0.02,0.008,0.021,0.007,0.023,0.006,0.022,0.005,0.024
EURUSD_Ticks_2012.04.01_2012.04.30.csv,EURUSD,EUR/USD,2012,April,8.673373015481028e-05,2.731703020738368e-05,1e-05,0.00082,0.0003,20,1923451,9e-05,8e-05,7e-05,0.0001,6e-05,0.00011,5e-05,0.00012,0.00013,4e-05,0.00014,0.00015,0.00016,0.00017,0.00018,0.00019,0.00021,0.0002,0.00022,0.00024
GBPAUD_Ticks_2012.04.01_2012.04.30.csv,GBPAUD,GBP/AUD,2012,April,0.0003146866167957333,9.799304175876455e-05,2e-05,0.0037,0.0009,20,2278281,0.00031,0.0003,0.00033,0.00028,0.00029,0.00032,0.00027,0.00034,0.00026,0.00035,0.00025,0.00036,0.00024,0.00023,0.00022,0.00037,0.00021,0.00039,0.00038,0.0002
GBPJPY_Ticks_2012.04.01_2012.04.30.csv,GBPJPY,GBP/JPY,2012,April,0.020732620512160068,0.005686225157167088,0.002,0.247,0.07,20,1956732,0.021,0.02,0.022,0.019,0.023,0.018,0.017,0.024,0.016,0.025,0.015,0.014,0.026,0.013,0.027,0.028,0.012,0.029,0.011,0.03
GBPUSD_Ticks_2012.04.01_2012.04.30.csv,GBPUSD,GBP/USD,2012,April,0.0001531836295077585,5.454143235983869e-05,1e-05,0.00148,0.0004,20,1466028,0.00016,0.00014,0.00015,0.00013,0.00012,0.00011,0.00018,0.00017,0.0002,0.0001,0.00019,9e-05,8e-05,0.00021,0.00022,7e-05,0.00023,0.00024,6e-05,0.00025
USDJPY_Ticks_2012.04.01_2012.04.30.csv,USDJPY,USD/JPY,2012,April,0.006763688488377254,0.0028585989966384323,0.001,0.133,0.03,20,1036674,0.006,0.005,0.008,0.007,0.004,0.009,0.01,0.011,0.012,0.013,0.016,0.014,0.015,0.018,0.017,0.02,0.019,0.022,0.023,0.021
