Full name,Short Name,Readable Name,Year,Month,Mean,Std Dev,Min,Max,Cutoff,Bins,Ticks,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20
AUDJPY_Ticks_2017.04.01_2017.04.30.csv,AUDJPY,AUD/JPY,2017,April,0.008968521117402768,0.005291131109167992,0.001,0.223,0.06,20,2024373,0.008,0.009,0.007,0.01,0.006,0.011,0.005,0.004,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023
AUDUSD_Ticks_2017.04.01_2017.04.30.csv,AUDUSD,AUD/USD,2017,April,8.803032630291603e-05,3.5775153362107324e-05,1e-05,0.00139,0.00045,20,1204433,8e-05,9e-05,7e-05,0.0001,6e-05,0.00011,5e-05,0.00012,4e-05,0.00013,0.00014,0.00015,0.00016,0.00017,0.00018,0.00019,0.0002,0.00021,0.00022,0.00023
EURAUD_Ticks_2017.04.01_2017.04.30.csv,EURAUD,EUR/AUD,2017,April,0.00016110811896084186,7.567122264534701e-05,1e-05,0.00279,0.0009,20,2281154,0.00015,0.00016,0.00014,0.00017,0.00013,0.00018,0.00012,0.00019,0.00011,0.0002,0.0001,0.00021,9e-05,8e-05,0.00022,7e-05,0.00023,0.00024,6e-05,0.00025
EURGBP_Ticks_2017.04.01_2017.04.30.csv,EURGBP,EUR/GBP,2017,April,8.745592046264982e-05,4.1894774831691906e-05,1e-05,0.0013,0.00027,20,1557809,8e-05,7e-05,9e-05,6e-05,0.0001,0.00011,5e-05,4e-05,0.00012,0.00013,0.00014,0.00015,0.00016,0.00017,0.00018,0.00019,0.0002,0.00021,0.00022,0.00023
EURJPY_Ticks_2017.04.01_2017.04.30.csv,EURJPY,EUR/JPY,2017,April,0.005396357862945346,0.004729341726364554,0.001,0.217,0.04,20,2513085,0.005,0.004,0.003,0.006,0.002,0.007,0.008,0.001,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02
EURUSD_Ticks_2017.04.01_2017.04.30.csv,EURUSD,EUR/USD,2017,April,3.912001924513569e-05,2.7521709961298253e-05,1e-05,0.00127,0.0003,20,1301108,4e-05,3e-05,5e-05,2e-05,1e-05,6e-05,7e-05,8e-05,9e-05,0.0001,0.00011,0.00012,0.00013,0.00014,0.00015,0.00016,0.00017,0.00018,0.00019,0.0002
GBPAUD_Ticks_2017.04.01_2017.04.30.csv,GBPAUD,GBP/AUD,2017,April,0.00028518023334117093,0.0001217811981059752,1e-05,0.00497,0.0009,20,2628426,0.00024,0.00026,0.00025,0.00023,0.00028,0.00027,0.00029,0.0003,0.00022,0.00031,0.00021,0.00032,0.00033,0.0002,0.00034,0.00019,0.00035,0.00018,0.00036,0.00017
GBPJPY_Ticks_2017.04.01_2017.04.30.csv,GBPJPY,GBP/JPY,2017,April,0.013888082952471932,0.008188926551202305,0.001,0.313,0.07,20,2686454,0.013,0.012,0.014,0.011,0.015,0.01,0.016,0.009,0.017,0.008,0.007,0.018,0.006,0.019,0.005,0.02,0.021,0.004,0.022,0.023
GBPUSD_Ticks_2017.04.01_2017.04.30.csv,GBPUSD,GBP/USD,2017,April,8.109818523580459e-05,5.2667573898511405e-05,1e-05,0.00187,0.0004,20,1672614,7e-05,8e-05,6e-05,9e-05,5e-05,0.0001,4e-05,0.00011,3e-05,0.00012,2e-05,0.00013,0.00014,0.00015,0.00016,1e-05,0.00017,0.00018,0.00019,0.0002
USDJPY_Ticks_2017.04.01_2017.04.30.csv,USDJPY,USD/JPY,2017,April,0.0033134791375833738,0.0032069910316024305,0.001,0.249,0.03,20,1702008,0.002,0.003,0.004,0.001,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02
