Full name,Short Name,Readable Name,Year,Month,Mean,Std Dev,Min,Max,Cutoff,Bins,Ticks,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20
AUDJPY_Ticks_2013.04.01_2013.04.30.csv,AUDJPY,AUD/JPY,2013,April,0.018382705458447387,0.00597449485099574,0.002,0.135,0.06,20,2486403,0.018,0.017,0.019,0.016,0.02,0.015,0.014,0.021,0.013,0.022,0.012,0.023,0.011,0.024,0.025,0.026,0.01,0.027,0.028,0.029
AUDUSD_Ticks_2013.04.01_2013.04.30.csv,AUDUSD,AUD/USD,2013,April,0.0001319517647904536,3.580320901711918e-05,1e-05,0.00196,0.00045,20,1391100,0.00012,0.00013,0.00014,0.00011,0.00015,0.0001,0.00016,9e-05,0.00017,8e-05,0.00018,0.00019,0.0002,7e-05,0.00021,0.00022,0.00023,0.00024,6e-05,0.00025
EURAUD_Ticks_2013.04.01_2013.04.30.csv,EURAUD,EUR/AUD,2013,April,0.00018281496013311185,5.800964155393913e-05,1e-05,0.00192,0.0009,20,2218884,0.00017,0.00018,0.00019,0.00016,0.00015,0.0002,0.00014,0.00021,0.00013,0.00022,0.00012,0.00023,0.00011,0.00024,0.00025,0.0001,0.00026,0.00027,0.00028,9e-05
EURGBP_Ticks_2013.04.01_2013.04.30.csv,EURGBP,EUR/GBP,2013,April,0.00012508024055434588,4.6527562592152555e-05,4e-05,0.001,0.00027,20,1673468,0.00011,0.00012,0.0001,0.00013,9e-05,0.00014,0.00015,0.00016,8e-05,0.00017,7e-05,0.00018,6e-05,0.00019,0.0002,0.00021,5e-05,0.00022,0.00023,0.00024
EURJPY_Ticks_2013.04.01_2013.04.30.csv,EURJPY,EUR/JPY,2013,April,0.01575927714896945,0.006063274081152259,0.001,0.326,0.04,20,3025741,0.015,0.016,0.014,0.013,0.017,0.012,0.018,0.011,0.019,0.01,0.02,0.021,0.009,0.022,0.008,0.023,0.024,0.007,0.025,0.026
EURUSD_Ticks_2013.04.01_2013.04.30.csv,EURUSD,EUR/USD,2013,April,4.076441511750409e-05,2.0897576993255654e-05,1e-05,0.00056,0.0003,20,1774023,4e-05,3e-05,5e-05,2e-05,6e-05,7e-05,1e-05,8e-05,9e-05,0.0001,0.00011,0.00012,0.00013,0.00014,0.00015,0.00016,0.00017,0.00018,0.0002,0.00019
GBPAUD_Ticks_2013.04.01_2013.04.30.csv,GBPAUD,GBP/AUD,2013,April,0.00027315845743320434,9.473778234189099e-05,4e-05,0.00201,0.0009,20,1822054,0.00026,0.00025,0.00024,0.00023,0.00027,0.00028,0.00022,0.00029,0.0003,0.00021,0.00031,0.0002,0.00032,0.00019,0.00033,0.00018,0.00034,0.00017,0.00035,0.00036
GBPJPY_Ticks_2013.04.01_2013.04.30.csv,GBPJPY,GBP/JPY,2013,April,0.0239331690185793,0.00865831836077378,0.002,0.214,0.07,20,2694828,0.021,0.023,0.022,0.024,0.02,0.025,0.019,0.026,0.018,0.027,0.028,0.017,0.029,0.016,0.03,0.031,0.015,0.032,0.014,0.033
GBPUSD_Ticks_2013.04.01_2013.04.30.csv,GBPUSD,GBP/USD,2013,April,0.00010041958720395289,4.509310412036334e-05,1e-05,0.00111,0.0004,20,1618281,8e-05,9e-05,0.0001,7e-05,0.00011,6e-05,0.00012,0.00013,0.00014,0.00015,0.00016,5e-05,0.00017,0.00018,0.00019,0.0002,0.00021,0.00022,4e-05,0.00023
USDJPY_Ticks_2013.04.01_2013.04.30.csv,USDJPY,USD/JPY,2013,April,0.006784978538392149,0.0032450449367452017,0.001,0.182,0.03,20,1983309,0.006,0.007,0.005,0.008,0.004,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.018,0.017,0.02,0.019,0.022,0.021,0.023
