Full name,Short Name,Readable Name,Year,Month,Mean,Std Dev,Min,Max,Cutoff,Bins,Ticks,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20
EURJPY_Ticks_2007.01.01_2007.01.31.csv,EURJPY,EUR/JPY,2007,January,0.020748841487287957,0.0073042756983081845,0.0040000000000000001,0.070000000000000007,0.04,16,482731,0.02,0.01,0.029999999999999999,0.025000000000000001,0.014999999999999999,0.024,0.035000000000000003,0.025999999999999999,0.040000000000000001,0.035999999999999997,0.034000000000000002,0.014,0.0050000000000000001,0.016,0.050000000000000003,0.0040000000000000001,0.059999999999999998,0.070000000000000007,0.0060000000000000001
EURJPY_Ticks_2012.08.01_2012.08.31.csv,EURJPY,EUR/JPY,2012,August,0.014054614210888798,0.0036451369842930422,0.001,0.26400000000000001,0.04,40,1650889,0.014999999999999999,0.014,0.012999999999999999,0.012,0.016,0.010999999999999999,0.017000000000000001,0.01,0.0089999999999999993,0.017999999999999999,0.019,0.0080000000000000002,0.0070000000000000001,0.02,0.021000000000000001,0.0060000000000000001,0.021999999999999999,0.0050000000000000001,0.024,0.023
EURJPY_Ticks_2017.12.01_2017.12.31.csv,EURJPY,EUR/JPY,2017,December,0.0070469508254281683,0.006558468659818675,0.001,0.34200000000000003,0.04,40,2324006,0.0060000000000000001,0.0070000000000000001,0.0050000000000000001,0.0040000000000000001,0.0080000000000000002,0.0030000000000000001,0.0089999999999999993,0.01,0.002,0.010999999999999999,0.001,0.012,0.012999999999999999,0.014,0.014999999999999999,0.016,0.017000000000000001,0.02,0.017999999999999999,0.019
GBPUSD_Ticks_2007.01.01_2007.01.31.csv,GBPUSD,GBP/USD,2007,January,0.00017713010326700162,7.1633956082734301e-05,4.0000000000000003e-05,0.00069999999999999999,0.0004,16,395286,0.00020000000000000001,0.0001,0.00029999999999999997,0.00025000000000000001,0.00014999999999999999,0.00024000000000000001,5.0000000000000002e-05,0.00025999999999999998,0.00016000000000000001,0.00013999999999999999,4.0000000000000003e-05,0.00040000000000000002,0.00035,6.0000000000000002e-05,0.00036000000000000002,0.00034000000000000002,0.00069999999999999999,0.00044000000000000002,0.00046000000000000001,0.00050000000000000001
GBPUSD_Ticks_2012.08.01_2012.08.31.csv,GBPUSD,GBP/USD,2012,August,0.00014213413095138443,3.8318328369945298e-05,2.0000000000000002e-05,0.0012700000000000001,0.0004,39,1564993,0.00014999999999999999,0.00013999999999999999,0.00012999999999999999,0.00012,0.00016000000000000001,0.00011,0.00018000000000000001,0.00017000000000000001,0.0001,9.0000000000000006e-05,8.0000000000000007e-05,0.00019000000000000001,0.00020000000000000001,6.9999999999999994e-05,0.00022000000000000001,0.00021000000000000001,6.0000000000000002e-05,0.00023000000000000001,0.00031,0.00024000000000000001
GBPUSD_Ticks_2017.12.01_2017.12.31.csv,GBPUSD,GBP/USD,2017,December,8.6800623969707753e-05,7.1203449129261996e-05,1.0000000000000001e-05,0.0039399999999999999,0.0004,40,1919965,8.0000000000000007e-05,9.0000000000000006e-05,6.9999999999999994e-05,0.0001,6.0000000000000002e-05,5.0000000000000002e-05,0.00011,4.0000000000000003e-05,0.00012,3.0000000000000001e-05,0.00012999999999999999,0.00013999999999999999,2.0000000000000002e-05,0.00014999999999999999,0.00016000000000000001,0.00017000000000000001,0.00018000000000000001,0.00019000000000000001,1.0000000000000001e-05,0.00020000000000000001
EURGBP_Ticks_2007.01.01_2007.01.31.csv,EURGBP,EUR/GBP,2007,January,0.00013132110898416398,4.3648523722688202e-05,4.0000000000000003e-05,0.00069999999999999999,0.00027,11,327543,0.0001,0.00014999999999999999,0.00020000000000000001,0.00016000000000000001,0.00013999999999999999,5.0000000000000002e-05,4.0000000000000003e-05,6.0000000000000002e-05,0.00024000000000000001,0.00025999999999999998,0.00025000000000000001,0.00029999999999999997,0.00069999999999999999,0.00034000000000000002,0.00044000000000000002,0.00044999999999999999,0.00046000000000000001
EURGBP_Ticks_2012.08.01_2012.08.31.csv,EURGBP,EUR/GBP,2012,August,0.00011264010833280852,3.2187959699656247e-05,1.0000000000000001e-05,0.0011100000000000001,0.00027,27,1270160,0.00011,9.0000000000000006e-05,0.00012999999999999999,0.0001,0.00012,0.00013999999999999999,8.0000000000000007e-05,0.00014999999999999999,6.9999999999999994e-05,0.00016000000000000001,0.00017000000000000001,6.0000000000000002e-05,0.00018000000000000001,0.00019000000000000001,0.00020000000000000001,5.0000000000000002e-05,0.00022000000000000001,0.00021000000000000001,0.00023000000000000001,0.00024000000000000001
EURGBP_Ticks_2017.12.01_2017.12.31.csv,EURGBP,EUR/GBP,2017,December,9.9373739699488685e-05,6.0102407627049019e-05,1.0000000000000001e-05,0.00349,0.00027,27,1667757,9.0000000000000006e-05,0.0001,8.0000000000000007e-05,0.00011,6.9999999999999994e-05,0.00012,6.0000000000000002e-05,0.00012999999999999999,5.0000000000000002e-05,0.00013999999999999999,4.0000000000000003e-05,0.00014999999999999999,0.00016000000000000001,0.00017000000000000001,0.00018000000000000001,0.00019000000000000001,0.00021000000000000001,0.00020000000000000001,0.00022000000000000001,0.00023000000000000001
GBPJPY_Ticks_2007.01.01_2007.01.31.csv,GBPJPY,GBP/JPY,2007,January,0.038609061242511081,0.011239094817770221,0.0040000000000000001,0.075999999999999998,0.07,28,457509,0.040000000000000001,0.029999999999999999,0.050000000000000003,0.02,0.059999999999999998,0.044999999999999998,0.035000000000000003,0.01,0.055,0.025000000000000001,0.045999999999999999,0.043999999999999997,0.035999999999999997,0.034000000000000002,0.065000000000000002,0.070000000000000007,0.014999999999999999,0.056000000000000001,0.024,0.025999999999999999
